MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
0.17647,0.25,0.13014,0.02455,1.0,1.0,0.0,0.33333,1.0,0.5,0.0,0.20833,0.25,0.66667,1.0,0.28571,0.55556,0.875,0.70588,0.05,0.8,0.28571,0.78571,0.8,0.25,0.0,0.33333,0.66667,0.4,0.5,0.5,0.25,0.83333,0.0,0.83333,0.0,0.20762,0.07938,1.0,0.75,1.0,1.0,0.1456,0.30702,0.0,0.23002,0.0,0.0,0.33333,0.0,0.25,0.33333,0.66667,0.18182,1.0,0.0,0.2,0.83333,0.52336,0.33333,0.25,0.17983,0.4,1.0,1.0,0.45974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.45455,0.0,0.5,0.8,0.0,0.0,0.0
0.23529,0.75,0.16438,0.07123,1.0,1.0,0.33333,0.33333,1.0,1.0,0.0,0.54167,0.5,0.66667,1.0,0.85714,0.55556,0.625,0.27206,0.61667,0.2,0.28571,0.57143,0.66667,0.25,0.0,0.33333,1.0,0.4,0.5,1.0,0.25,0.33333,0.10507,0.83333,0.0,0.05565,0.11833,1.0,0.5,1.0,1.0,0.08403,0.31961,0.0,0.1839,0.0,0.5,0.33333,0.5,0.375,0.33333,0.33333,0.27273,1.0,0.33333,0.6,0.83333,0.34579,0.33333,0.5,0.35049,0.6,1.0,1.0,0.34306,0.21207,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,1.0,0.75,0.5,0.8,1.0,0.0,0.0
0.0,0.75,0.23288,0.06832,1.0,1.0,0.0,0.33333,1.0,0.5,0.0,1.0,0.5,0.66667,1.0,0.71429,0.77778,0.5,0.08824,0.18333,0.2,0.28571,1.0,0.93333,0.25,0.0,0.66667,1.0,1.0,0.75,0.75,0.25,1.0,0.25797,0.83333,0.0,0.07192,0.26579,1.0,1.0,1.0,1.0,0.28981,0.0,0.0,0.2279,0.33333,0.0,0.66667,0.0,0.25,0.33333,0.66667,0.18182,1.0,0.33333,0.4,0.83333,0.11215,0.66667,0.75,0.53385,0.6,1.0,1.0,0.0,0.20841,0.34783,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.54545,0.0,0.5,0.8,0.0,0.0,0.0
0.0,0.75,0.31164,0.05851,1.0,1.0,0.0,0.33333,1.0,0.5,0.0,0.66667,0.5,0.66667,1.0,0.71429,0.44444,0.5,0.11029,0.23333,0.2,0.28571,0.78571,0.8,0.25,0.0,0.33333,1.0,1.0,0.75,0.75,0.25,0.83333,0.0,0.83333,0.0,0.46961,0.17954,1.0,1.0,1.0,1.0,0.16782,0.0,0.0,0.12663,0.0,0.0,0.33333,0.5,0.375,0.33333,0.33333,0.27273,1.0,0.0,0.2,0.83333,0.13084,0.33333,0.5,0.47391,0.6,1.0,1.0,0.45741,0.117,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.45455,0.75,0.5,0.8,0.0,0.0,0.0
0.23529,0.75,0.18493,0.04908,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.5,0.5,0.66667,1.0,0.85714,0.66667,0.5,0.11765,0.26667,0.2,0.28571,0.57143,0.6,0.5,0.08562,0.66667,1.0,1.0,0.75,0.75,0.25,0.66667,0.09089,0.83333,0.0,0.09717,0.12111,1.0,1.0,1.0,1.0,0.14676,0.3724,0.0,0.25692,0.33333,0.0,0.66667,0.5,0.375,0.33333,0.66667,0.36364,1.0,0.33333,0.6,0.83333,0.14953,0.33333,0.5,0.29972,0.6,1.0,1.0,0.27305,0.13163,0.34783,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.54545,0.75,0.5,0.8,0.0,0.0,0.0
0.23529,0.75,0.21918,0.06001,1.0,1.0,0.33333,0.33333,1.0,0.5,0.0,0.66667,0.5,0.66667,1.0,0.85714,0.66667,0.5,0.00735,0.01667,0.2,0.28571,0.78571,0.8,0.25,0.0,0.66667,1.0,1.0,0.75,0.75,0.25,0.83333,0.0,0.83333,0.0,0.31164,0.11915,1.0,1.0,1.0,1.0,0.08241,0.35254,0.0,0.19562,0.0,0.0,0.66667,0.5,0.375,0.33333,0.66667,0.45455,1.0,0.33333,0.6,0.83333,0.00935,1.0,0.5,0.3103,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.54545,0.25,1.0,1.0,0.0,0.0,0.0
0.82353,0.75,0.05137,0.00703,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.95833,0.5,0.66667,0.5,0.85714,0.66667,0.5,0.03676,0.06667,0.2,0.28571,0.78571,0.53333,1.0,0.06625,0.66667,1.0,1.0,0.75,0.75,0.25,1.0,0.10152,0.83333,0.0,0.08176,0.12504,1.0,1.0,1.0,1.0,0.09074,0.41743,0.0,0.22829,0.33333,0.0,0.66667,0.5,0.25,0.33333,0.66667,0.27273,1.0,0.0,0.2,1.0,0.04673,0.66667,0.5,0.33427,0.6,1.0,1.0,0.0,0.04936,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.81818,0.5,0.5,0.8,0.0,0.0,0.0
0.29412,0.25,0.16438,0.02326,1.0,0.0,0.0,0.33333,1.0,0.0,0.0,0.20833,0.5,0.66667,1.0,0.85714,0.77778,0.75,0.61029,0.2,0.8,0.28571,0.5,0.53333,0.25,0.0,0.33333,0.66667,1.0,0.5,0.75,0.25,0.83333,0.0,0.83333,0.0,0.25171,0.09624,1.0,0.25,1.0,1.0,0.10671,0.40339,0.0,0.23597,0.0,0.0,0.33333,0.0,0.375,0.33333,0.66667,0.36364,1.0,0.33333,0.8,0.33333,0.7757,0.33333,0.25,0.16079,0.6,1.0,1.0,0.22404,0.11517,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.45455,0.5,0.5,0.8,1.0,0.0,0.0
0.0,0.75,0.17123,0.04838,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.41667,0.5,0.66667,1.0,0.71429,0.44444,0.5,0.33088,0.75,0.2,0.28571,0.57143,0.6,0.25,0.0,0.33333,1.0,0.4,0.5,0.75,0.25,0.33333,0.00443,0.5,0.59159,0.10574,0.18723,1.0,0.5,1.0,1.0,0.1787,0.0,0.0,0.13566,0.33333,0.0,0.33333,0.5,0.375,0.33333,0.33333,0.27273,1.0,0.0,0.2,0.33333,0.42991,0.33333,0.25,0.23695,0.6,1.0,1.0,0.0,0.16088,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.63636,0.5,0.375,0.8,0.0,0.0,0.0
0.29412,0.25,0.2363,0.05264,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.20833,0.5,0.66667,1.0,0.85714,0.55556,0.375,0.93382,0.95,0.2,0.28571,0.35714,0.26667,0.25,0.0,0.33333,1.0,0.2,0.5,0.75,0.5,0.83333,0.0,0.83333,0.0,0.43151,0.16498,0.8,0.5,1.0,1.0,0.18657,0.49976,0.0,0.34051,0.0,0.0,0.66667,0.0,0.625,0.33333,0.0,0.45455,1.0,0.0,0.2,0.33333,0.71963,0.33333,0.25,0.14457,0.4,1.0,0.0,0.0,0.08775,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.36364,0.25,0.5,0.8,0.0,0.0,0.0
0.0,0.75,0.27055,0.07376,1.0,1.0,0.33333,0.33333,1.0,0.0,0.0,0.25,0.5,0.66667,1.0,0.71429,0.44444,0.5,0.23529,0.53333,0.8,0.28571,0.57143,0.66667,0.25,0.0,0.33333,1.0,0.4,0.5,0.75,0.25,0.66667,0.13501,0.83333,0.0,0.04366,0.14141,1.0,0.5,1.0,1.0,0.12083,0.0,0.0,0.08762,0.33333,0.0,0.33333,0.0,0.375,0.33333,0.33333,0.18182,1.0,0.33333,0.4,0.83333,0.29907,0.33333,0.5,0.3103,0.6,1.0,1.0,0.28121,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.45455,0.0,0.5,0.8,0.0,0.0,0.0
0.17647,0.75,0.09932,0.05104,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.33333,0.25,0.66667,1.0,0.28571,0.55556,0.75,0.66912,0.33333,0.2,0.28571,0.35714,0.53333,0.25,0.0,0.33333,1.0,1.0,0.5,0.75,0.25,0.83333,0.0,0.83333,0.0,0.34418,0.13159,1.0,1.0,1.0,1.0,0.30718,0.36223,0.0,0.38605,0.0,0.0,0.66667,0.0,0.5,0.33333,0.66667,0.63636,0.33333,0.33333,0.8,0.33333,0.38318,0.33333,0.25,0.23695,0.6,1.0,1.0,0.31739,0.0,0.07609,0.0,0.24167,0.0,0.0,1.0,0.75,0.0,0.18182,1.0,0.5,0.8,0.0,0.0,0.0
0.23529,0.75,0.16438,0.05023,1.0,1.0,0.33333,0.33333,1.0,1.0,0.0,0.58333,0.5,0.66667,1.0,0.85714,0.66667,0.5,0.06618,0.15,0.2,0.28571,0.78571,0.8,0.5,0.1125,0.66667,1.0,1.0,0.75,0.75,0.25,0.83333,0.0,0.83333,0.0,0.37842,0.14468,1.0,1.0,1.0,1.0,0.11852,0.55738,0.0,0.30688,0.0,0.0,0.66667,0.5,0.375,0.33333,0.66667,0.45455,1.0,0.33333,0.8,1.0,0.08411,1.0,0.5,0.30606,0.6,1.0,1.0,0.16803,0.08775,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.36364,1.0,0.5,0.8,1.0,0.0,0.0
0.0,0.75,0.16438,0.06197,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.66667,0.5,0.66667,1.0,0.71429,0.77778,0.5,0.06618,0.13333,0.2,0.28571,0.78571,0.8,0.5,0.29938,0.66667,1.0,1.0,0.75,0.75,0.75,1.0,0.24061,0.83333,0.0,0.09546,0.25876,1.0,1.0,1.0,1.0,0.28449,0.0,0.0,0.22348,0.33333,0.0,0.66667,0.0,0.375,0.33333,0.66667,0.27273,1.0,0.33333,0.6,0.83333,0.08411,0.66667,0.5,0.4725,0.6,1.0,1.0,0.21004,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.12903,0.36364,1.0,0.5,0.8,1.0,0.0,0.0
0.41176,0.75,0.16438,0.06244,1.0,1.0,0.33333,0.33333,1.0,0.5,0.0,0.54167,0.25,0.5,0.25,0.71429,0.44444,0.625,0.22794,0.51667,0.2,0.28571,0.78571,0.8,0.5,0.1025,0.33333,1.0,0.4,0.5,0.75,0.25,0.83333,0.0,0.83333,0.0,0.71918,0.27496,1.0,0.25,1.0,1.0,0.30278,0.0,0.0,0.23866,0.0,0.0,0.66667,0.0,0.5,0.66667,0.33333,0.45455,1.0,0.0,0.2,0.33333,0.28972,0.33333,0.5,0.37236,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.45455,0.25,0.5,0.8,1.0,0.0,0.0
0.17647,0.25,0.10616,0.02706,1.0,1.0,0.0,0.33333,1.0,0.0,0.0,0.20833,0.0,0.66667,1.0,0.28571,0.44444,0.625,0.5,0.98333,0.2,0.28571,0.35714,0.26667,0.25,0.0,0.33333,1.0,0.4,0.5,0.75,0.25,0.83333,0.0,0.83333,0.0,0.28938,0.11064,1.0,1.0,1.0,1.0,0.07037,0.22034,0.0,0.13317,0.0,0.0,0.33333,0.5,0.375,0.33333,0.33333,0.18182,1.0,0.0,0.2,0.33333,0.63551,0.33333,0.25,0.14104,0.6,1.0,1.0,0.03034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.63636,0.75,0.5,0.2,0.0,0.0,0.0
0.0,0.75,0.14384,0.0987,1.0,1.0,0.33333,0.33333,1.0,1.0,0.0,0.91667,0.5,0.66667,1.0,0.71429,0.88889,0.5,0.00735,0.0,0.8,0.28571,0.78571,0.8,1.0,0.4675,1.0,1.0,1.0,1.0,0.75,0.25,1.0,0.33735,0.83333,0.0,0.13356,0.36268,1.0,1.0,1.0,1.0,0.43102,0.0,0.0,0.34512,0.33333,0.0,0.66667,0.0,0.125,0.33333,1.0,0.54545,1.0,0.33333,0.8,0.83333,0.0,1.0,0.75,0.82228,0.6,1.0,1.0,0.0,0.10969,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.54545,0.75,1.0,1.0,0.0,0.0,0.0
0.41176,0.75,0.22603,0.04864,1.0,1.0,0.33333,0.33333,1.0,0.0,0.0,0.54167,0.25,0.66667,0.25,0.71429,0.44444,0.5,0.25735,0.58333,0.2,0.28571,0.64286,0.66667,0.5,0.3525,0.33333,1.0,0.4,0.5,0.75,0.25,0.83333,0.0,0.83333,0.0,0.7089,0.27103,1.0,0.5,1.0,1.0,0.29722,0.0,0.0,0.23405,0.0,0.0,0.66667,0.0,0.5,0.66667,0.33333,0.45455,1.0,0.0,0.2,0.33333,0.3271,0.33333,0.5,0.35684,0.6,1.0,1.0,0.0,0.38574,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.90909,0.5,0.5,0.8,0.0,0.0,0.0
0.23529,0.75,0.18493,0.04071,1.0,1.0,0.33333,0.0,1.0,0.5,0.0,0.16667,0.5,0.66667,1.0,0.85714,0.55556,0.625,0.23529,0.53333,0.8,0.28571,0.57143,0.66667,0.5,0.0875,0.33333,1.0,0.4,0.5,0.75,0.25,0.33333,0.09479,0.83333,0.0,0.06635,0.11293,1.0,0.5,1.0,1.0,0.07546,0.35254,0.0,0.18985,0.0,0.0,0.33333,0.5,0.375,0.33333,0.33333,0.27273,1.0,0.0,0.2,0.83333,0.29907,1.0,0.5,0.3103,0.6,1.0,1.0,0.29405,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.54545,0.75,0.5,0.8,0.0,0.0,0.0
0.23529,0.75,0.16438,0.07694,1.0,1.0,1.0,0.33333,1.0,0.5,0.0,0.58333,0.5,0.66667,1.0,0.85714,0.55556,0.625,0.07353,0.16667,0.2,0.28571,0.78571,0.8,0.25,0.0,0.33333,1.0,1.0,0.75,0.75,0.75,1.0,0.03225,0.83333,0.0,0.26199,0.12995,1.0,0.75,1.0,1.0,0.09769,0.32736,0.0,0.19831,0.0,0.5,0.66667,0.0,0.375,0.33333,0.33333,0.27273,1.0,0.0,0.2,0.83333,0.09346,1.0,0.5,0.27362,0.6,1.0,1.0,0.0,0.13711,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.54545,0.25,0.5,0.8,1.0,0.0,0.0
0.23529,0.75,0.21918,0.06503,1.0,1.0,0.33333,0.33333,1.0,0.0,0.0,0.95833,0.5,0.66667,1.0,0.85714,0.88889,0.5,0.00735,0.0,0.8,0.28571,0.42857,0.53333,1.0,0.17875,1.0,1.0,1.0,1.0,0.75,0.25,1.0,0.17682,0.83333,0.0,0.07577,0.19231,1.0,1.0,1.0,1.0,0.1875,0.55303,0.0,0.36241,0.33333,0.0,1.0,0.0,0.5,0.33333,1.0,0.72727,1.0,0.66667,0.8,1.0,0.00935,1.0,0.75,0.51904,0.6,1.0,1.0,0.17153,0.03839,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.54545,0.0,1.0,1.0,0.0,0.0,0.0
0.17647,0.75,0.20548,0.08749,1.0,1.0,0.0,0.33333,1.0,0.5,0.0,0.75,0.5,0.66667,1.0,0.28571,0.66667,0.375,0.38971,0.88333,0.2,0.28571,0.71429,0.06667,0.25,0.0,0.66667,1.0,0.4,0.5,0.75,0.25,0.33333,0.10684,0.83333,0.0,0.30009,0.21342,0.8,0.5,1.0,1.0,0.21574,0.47603,0.0,0.3553,0.0,0.0,0.66667,0.0,0.375,0.33333,0.33333,0.36364,1.0,0.33333,0.6,0.83333,0.49533,1.0,0.5,0.47038,0.6,1.0,1.0,0.0,0.03839,0.20652,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.54545,0.0,0.5,0.8,0.0,0.0,0.0
